CustomerID,num_orders,total_spent,avg_order_value,top_product
12506,1,73.5,73.5,22841
12507,3,1304.81,434.94,POST
12508,2,398.27,199.14,22139
12509,1,176.5,176.5,47566
12510,2,982.57,491.29,21137
12512,2,138.03,69.02,16161P
12513,1,612.29,612.29,POST
12514,1,1017.68,1017.68,22120
12515,1,383.7,383.7,POST
12516,2,1312.06,656.03,85099B
12517,5,2502.84,500.57,POST
12518,5,2056.89,411.38,POST
12519,1,340.84,340.84,POST
12520,5,2634.26,526.85,POST
12521,1,599.68,599.68,POST
12522,2,192.72,96.36,POST
12523,11,1789.77,162.71,23231
12524,8,4485.72,560.72,POST
12526,3,1316.66,438.89,POST
12527,3,348.71,116.24,72351A
12528,6,1933.48,322.25,POST
12530,4,1662.28,415.57,POST
12531,1,125.22,125.22,22504
12532,1,349.83,349.83,23083
12534,1,1089.18,1089.18,POST
12535,2,716.35,358.18,22111
12536,3,12601.83,4200.61,M
12538,1,363.95,363.95,22890
12539,4,5568.35,1392.09,22960
12540,17,13400.24,788.25,POST
12541,3,981.18,327.06,POST
12544,1,372.7,372.7,POST
12545,2,1000.39,500.2,POST
12546,2,1161.5,580.75,POST
12547,2,207.8,103.9,POST
12548,1,95.2,95.2,POST
12550,1,964.83,964.83,POST
12551,1,168.0,168.0,85099B
12552,2,437.82,218.91,POST
12553,10,3692.28,369.23,POST
12556,2,603.71,301.86,85123A
12557,5,11990.96,2398.19,20728
12558,1,269.96,269.96,23158
12559,2,561.71,280.86,22895
12560,3,2134.01,711.34,POST
12561,1,238.85,238.85,22173
12562,7,3781.74,540.25,POST
12564,1,456.9,456.9,POST
12565,1,145.92,145.92,22555
12566,1,351.65,351.65,POST
12567,10,9401.28,940.13,POST
12569,32,4124.69,128.9,POST
12571,2,519.61,259.81,21094
12572,2,1020.42,510.21,POST
12573,1,160.54,160.54,21696
12574,1,218.45,218.45,POST
12576,5,1315.83,263.17,16016
12577,3,657.8,219.27,22207
12578,2,2794.51,1397.26,POST
12579,1,440.42,440.42,POST
12580,1,415.7,415.7,POST
12581,1,197.71,197.71,23037
12582,2,511.36,255.68,POST
12583,15,7281.38,485.43,POST
12584,9,2338.15,259.79,22720
12585,2,2040.1,1020.05,POST
12586,1,196.94,196.94,23021
12587,1,144.0,144.0,23200
12588,1,214.9,214.9,POST
12589,2,646.68,323.34,POST
12590,2,9864.26,4932.13,POST
12591,1,452.85,452.85,POST
12592,2,437.6,218.8,23206
12593,3,418.1,139.37,20726
12594,10,3338.22,333.82,22380
12596,2,618.27,309.14,POST
12597,4,3811.22,952.81,POST
12598,8,3023.08,377.89,POST
12599,7,1032.58,147.51,POST
12600,10,2599.04,259.9,POST
12601,5,577.06,115.41,POST
12602,1,153.12,153.12,22622
12603,1,739.2,739.2,22423
12604,2,254.18,127.09,47591D
12607,1,1579.51,1579.51,22649
12609,3,1126.85,375.62,POST
12610,5,2099.54,419.91,POST
12611,1,1193.32,1193.32,23445
12612,1,704.04,704.04,90160D
12613,5,3344.38,668.88,POST
12614,1,315.6,315.6,21108
12615,4,2291.19,572.8,POST
12616,2,713.3,356.65,20750
12617,1,355.53,355.53,22734
12618,1,177.31,177.31,POST
12619,9,3641.24,404.58,POST
12620,3,1339.41,446.47,21394
12621,20,13689.67,684.48,POST
12622,1,180.1,180.1,85066
12623,1,305.1,305.1,20712
12624,2,641.13,320.57,POST
12625,2,2683.82,1341.91,POST
12626,9,6620.48,735.61,POST
12627,7,4478.53,639.79,POST
12628,3,786.46,262.15,23077
12630,2,1270.88,635.44,POST
12631,1,640.5,640.5,POST
12633,4,2163.98,541.0,POST
12635,2,1689.18,844.59,POST
12637,8,6021.9,752.74,22556
12638,1,671.69,671.69,POST
12639,1,486.1,486.1,POST
12640,3,1174.58,391.53,POST
12641,1,185.9,185.9,POST
12642,3,1013.26,337.75,22077
12643,6,3344.64,557.44,POST
12644,1,477.91,477.91,21121
12645,4,1775.18,443.8,POST
12646,2,1346.97,673.49,23328
12647,12,3722.82,310.24,POST
12648,1,318.05,318.05,21056
12649,3,623.51,207.84,22326
12650,1,314.44,314.44,22752
12651,1,114.0,114.0,15056BL
12652,1,919.98,919.98,POST
12653,2,2209.85,1104.93,22423
12654,5,601.98,120.4,POST
12656,5,4051.17,810.23,POST
12657,4,1643.18,410.8,22423
12658,1,686.05,686.05,POST
12659,1,91.68,91.68,22944
12660,1,245.1,245.1,84375
12662,11,3849.78,349.98,POST
12664,9,4881.88,542.43,POST
12665,1,63.0,63.0,21232
12667,1,620.13,620.13,POST
12668,4,3807.15,951.79,POST
12669,3,2744.03,914.68,POST
12670,5,2996.05,599.21,POST
12672,1,225.9,225.9,20750
12673,2,610.52,305.26,23480
12674,4,1970.6,492.65,23076
12676,6,1331.39,221.9,POST
12678,12,17628.46,1469.04,POST
12679,4,1113.02,278.26,POST
12680,4,862.81,215.7,POST
12681,22,13787.54,626.71,POST
12682,31,12288.22,396.39,POST
12683,15,8476.57,565.1,POST
12684,7,2283.63,326.23,POST
12685,6,2863.08,477.18,POST
12686,1,89.14,89.14,POST
12688,1,4873.81,4873.81,21578
12689,2,1247.61,623.81,POST
12690,1,389.01,389.01,POST
12691,6,1035.8,172.63,POST
12693,4,855.91,213.98,POST
12694,2,869.67,434.84,POST
12695,4,582.1,145.53,23284
12697,3,957.59,319.2,POST
12700,4,4939.99,1235.0,POST
12701,2,797.71,398.86,POST
12702,1,219.0,219.0,23439
12703,1,283.55,283.55,22865
12704,8,2340.84,292.61,POST
12705,9,6868.29,763.14,POST
12707,1,603.42,603.42,22607
12708,10,2712.91,271.29,POST
12709,15,9736.52,649.1,22627
12710,3,1149.02,383.01,POST
12712,13,4396.13,338.16,POST
12713,1,848.55,848.55,22622
12714,5,4708.86,941.77,POST
12715,1,353.86,353.86,POST
12716,2,1053.49,526.75,POST
12717,2,1030.98,515.49,POST
12718,1,238.25,238.25,POST
12719,2,644.95,322.48,POST
12720,25,5781.73,231.27,POST
12721,6,2656.13,442.69,POST
12722,4,997.63,249.41,22797
12723,5,725.07,145.01,23009
12724,4,1031.41,257.85,POST
12725,1,427.8,427.8,POST
12726,7,2609.1,372.73,POST
12727,7,3980.7,568.67,POST
12728,4,836.33,209.08,POST
12729,1,453.01,453.01,POST
12731,12,18895.91,1574.66,20725
12732,1,236.26,236.26,20979
12733,1,383.95,383.95,22423
12734,1,110.4,110.4,22222
12735,2,779.57,389.79,POST
12736,1,234.0,234.0,POST
12738,1,155.35,155.35,22077
12739,2,1013.04,506.52,22423
12740,1,427.6,427.6,22437
12743,2,546.43,273.22,23079
12744,7,21279.29,3039.9,22343
12747,11,4196.01,381.46,82484
12748,209,33719.73,161.34,21034
12749,5,4090.88,818.18,22171
12750,1,275.88,275.88,84279P
12752,1,4366.78,4366.78,84997A
12753,6,21429.39,3571.57,21218
12754,3,3010.74,1003.58,22561
12755,2,3811.95,1905.98,22328
12756,1,112.08,112.08,21787
12757,13,7857.1,604.39,23209
12758,2,2791.59,1395.8,22411
12759,3,1531.44,510.48,POST
12762,2,1898.52,949.26,POST
12763,2,494.08,247.04,84988
12764,1,1693.88,1693.88,22423
12766,7,6989.63,998.52,22139
12769,1,1143.6,1143.6,22423
12770,1,1351.45,1351.45,21056
12772,1,892.47,892.47,POST
12775,5,1386.04,277.21,POST
12778,6,822.23,137.04,POST
12779,8,3981.36,497.67,21232
12781,2,826.74,413.37,22326
12782,5,2330.92,466.18,POST
12783,6,2225.91,370.98,POST
12784,2,574.42,287.21,POST
12785,1,311.95,311.95,POST
12787,3,463.66,154.55,POST
12789,1,91.85,91.85,22803
12790,1,324.92,324.92,23173
12791,1,192.6,192.6,22867
12792,1,400.54,400.54,POST
12793,2,545.48,272.74,POST
12794,2,860.41,430.21,23078
12795,1,430.48,430.48,POST
12797,1,254.03,254.03,85014A
12798,3,6977.04,2325.68,23084
12802,1,427.58,427.58,47567B
12808,3,483.65,161.22,22278
12809,1,489.31,489.31,POST
12811,3,514.85,171.62,POST
12812,1,229.64,229.64,22722
12814,1,125.92,125.92,23084
12815,2,1063.46,531.73,POST
12816,2,572.2,286.1,POST
12817,1,166.04,166.04,22139
12818,1,1542.08,1542.08,POST
12820,4,942.34,235.59,23313
12821,1,92.72,92.72,23068
12822,2,948.88,474.44,22086
12823,5,1759.5,351.9,48138
12824,1,397.12,397.12,85048
12826,7,1474.72,210.67,20712
12827,3,430.15,143.38,22139
12828,6,1018.71,169.79,37446
12829,2,293.0,146.5,84826
12830,6,6814.64,1135.77,21703
12831,1,215.05,215.05,22078
12832,2,383.03,191.52,23355
12833,1,417.38,417.38,84879
12834,1,312.38,312.38,21181
12836,4,2612.86,653.22,85123A
12837,1,134.1,134.1,21340
12838,2,683.13,341.57,22900
12839,14,5591.42,399.39,22197
12840,4,2726.77,681.69,21936
12841,25,4022.35,160.89,15036
12842,2,1118.99,559.5,22582
12843,8,1702.26,212.78,47566
12844,2,325.96,162.98,82482
12845,4,354.09,88.52,84375
12847,1,871.54,871.54,22992
12849,2,1050.89,525.45,23043
12851,1,135.18,135.18,22847
12852,1,311.55,311.55,22644
12853,6,1957.1,326.18,22170
12854,3,1324.5,441.5,85123A
12855,1,38.1,38.1,22863
12856,6,2179.93,363.32,21479
12857,2,1106.4,553.2,21843
12863,1,521.2,521.2,37449
12864,1,147.12,147.12,15036
12865,2,1568.23,784.12,22847
12866,1,559.12,559.12,POST
12867,7,4036.82,576.69,85175
12868,6,1607.06,267.84,22697
12871,2,380.64,190.32,85123A
12872,2,599.97,299.99,85123A
12873,1,374.0,374.0,22086
12875,2,343.23,171.62,17096
12876,2,2218.02,1109.01,POST
12877,12,1535.77,127.98,15036
12878,2,854.99,427.5,21155
12879,3,573.22,191.07,22699
12881,1,298.0,298.0,22826
12882,2,1463.04,731.52,23284
12883,4,703.47,175.87,23400
12884,1,309.05,309.05,22826
12885,3,1175.22,391.74,22961
12886,2,1378.4,689.2,23184
12888,2,354.12,177.06,21137
12890,1,380.47,380.47,23490
12891,3,331.0,110.33,21495
12893,1,188.14,188.14,23241
12895,2,372.8,186.4,23111
12897,2,216.5,108.25,22469
12901,28,17654.54,630.52,21787
12902,1,138.68,138.68,21164
12904,2,509.58,254.79,21340
12906,5,2919.81,583.96,22992
12908,2,750.0,375.0,15036
12909,5,2178.67,435.73,22827
12910,8,3075.04,384.38,22568
12912,5,1662.3,332.46,23084
12913,5,2483.63,496.73,84946
12915,2,363.65,181.83,22423
12916,4,3006.15,751.54,85066
12917,1,594.0,594.0,15056N
12919,6,1335.19,222.53,21259
12920,1,164.23,164.23,23008
12921,37,16587.09,448.3,85099B
12922,1,405.38,405.38,22090
12923,1,176.97,176.97,22634
12924,4,933.7,233.43,22801
12925,2,694.05,347.03,23320
12928,5,2062.7,412.54,20972
12929,1,117.85,117.85,22427
12930,2,415.8,207.9,84879
12931,15,42055.96,2803.73,22197
12933,3,607.53,202.51,23192
12935,7,2160.7,308.67,22961
12936,4,1063.9,265.98,22086
12937,4,1504.27,376.07,20725
12938,1,114.14,114.14,22469
12939,8,11581.8,1447.73,22570
12940,2,913.54,456.77,82484
12942,3,683.9,227.97,21735
12944,2,604.51,302.26,22727
12945,1,462.95,462.95,22469
12947,6,1603.99,267.33,20725
12948,7,2064.95,294.99,22734
12949,8,4167.22,520.9,84946
12950,3,1843.0,614.33,23581
12951,6,1064.07,177.35,22379
12952,4,1387.79,346.95,23336
12953,1,329.85,329.85,85123A
12955,11,4757.16,432.47,22561
12956,1,108.07,108.07,22849
12957,8,4017.54,502.19,23077
12962,2,266.39,133.2,23119
12963,8,1856.63,232.08,23344
12965,1,771.91,771.91,82484
12966,1,160.18,160.18,85053
12967,2,1660.9,830.45,21430
12968,1,135.95,135.95,22110
12970,4,452.24,113.06,21592
12971,86,11189.91,130.12,21464
12974,1,144.8,144.8,15056N
12976,1,738.6,738.6,20725
12977,1,39.24,39.24,21763
12980,9,7374.9,819.43,84078A
12981,2,372.22,186.11,23236
12982,1,390.54,390.54,85159A
12984,1,97.5,97.5,20970
12985,2,1239.38,619.69,23480
12987,2,558.7,279.35,85066
12988,1,535.32,535.32,90147
12989,15,6924.11,461.61,72741
12990,3,409.5,136.5,85099B
12991,2,503.76,251.88,22197
12993,4,414.76,103.69,21790
12994,3,974.42,324.81,22424
12995,1,211.32,211.32,22113
12997,4,1226.89,306.72,21231
12999,3,455.88,151.96,22526
13000,3,534.85,178.28,85123A
13001,13,9818.82,755.29,22178
13002,1,120.95,120.95,72741
13003,3,149.05,49.68,21232
13004,18,5655.91,314.22,22771
13005,2,513.7,256.85,22634
13006,1,81.57,81.57,22423
13008,1,229.47,229.47,22969
13011,1,50.55,50.55,85014A
13012,8,1661.84,207.73,22413
13013,13,4810.94,370.07,22835
13014,10,3466.28,346.63,22423
13015,5,3346.28,669.26,22960
13016,3,789.89,263.3,23247
13017,1,204.0,204.0,22112
13018,28,7277.7,259.92,20972
13021,9,2616.38,290.71,21181
13023,2,689.9,344.95,POST
13026,5,975.36,195.07,15036
13027,6,6912.0,1152.0,21212
13028,2,661.32,330.66,21933
13029,3,1247.5,415.83,22504
13030,2,799.48,399.74,22900
13032,2,1010.18,505.09,23427
13033,1,190.55,190.55,85099B
13034,2,642.77,321.39,22619
13035,2,921.88,460.94,22086
13037,3,881.07,293.69,22794
13038,3,908.46,302.82,22720
13040,2,676.99,338.5,22142
13043,1,516.42,516.42,22961
13044,1,560.47,560.47,22605
13045,1,305.28,305.28,23203
13046,2,629.31,314.66,82484
13047,10,3237.54,323.75,84969
13048,4,1835.91,458.98,22386
13049,2,656.68,328.34,22867
13050,17,5836.86,343.34,22178
13052,1,348.15,348.15,85123A
13055,3,1214.41,404.8,47566
13058,3,271.4,90.47,23313
13059,1,183.4,183.4,22423
13060,1,307.53,307.53,85150
13061,1,248.61,248.61,23040
13062,1,346.98,346.98,22776
13064,4,1119.49,279.87,82483
13065,1,205.86,205.86,21166
13066,2,470.8,235.4,23462
13067,1,115.46,115.46,21257
13068,2,344.0,172.0,85099C
13069,24,4436.12,184.84,20676
13070,1,228.8,228.8,21931
13072,1,177.15,177.15,22084
13075,1,919.61,919.61,22086
13077,4,729.27,182.32,21167
13078,26,12627.94,485.69,82582
13079,5,220.1,44.02,21064
13080,1,58.08,58.08,22969
13081,11,28337.38,2576.13,22431
13082,9,3613.63,401.51,22726
13083,2,303.75,151.88,22779
13085,2,416.08,208.04,20749
13089,97,58825.83,606.45,84949
13090,14,8910.82,636.49,22617
13091,1,345.82,345.82,22064
13092,5,477.83,95.57,21056
13093,8,7832.47,979.06,22383
13094,12,1927.32,160.61,22791
13095,1,74.4,74.4,22549
13097,10,6010.42,601.04,22423
13098,28,28882.44,1031.52,23209
13099,1,207.36,207.36,21422
13101,1,101.19,101.19,21654
13102,24,6424.09,267.67,22629
13103,1,243.94,243.94,22941
13104,6,1098.48,183.08,21137
13106,1,76.5,76.5,22456
13107,4,1531.62,382.91,23084
13108,1,350.06,350.06,22752
13109,2,786.54,393.27,22749
13110,7,1488.67,212.67,20685
13113,24,12245.96,510.25,22501
13115,4,2294.78,573.7,20725
13116,1,501.14,501.14,23253
13117,8,984.91,123.11,21128
13118,5,1197.81,239.56,22371
13120,1,30.6,30.6,82482
13121,1,283.73,283.73,21242
13122,2,922.39,461.2,22066
13124,3,3866.33,1288.78,84879
13126,8,2099.64,262.46,82494L
13127,1,259.17,259.17,23320
13130,1,64.0,64.0,21035
13131,3,1073.3,357.77,22326
13132,1,77.3,77.3,21137
13133,2,109.8,54.9,22796
13134,4,1793.58,448.4,22960
13135,1,3096.0,3096.0,22197
13136,5,2607.61,521.52,22423
13137,8,3650.41,456.3,21212
13138,6,962.39,160.4,20969
13139,7,5064.94,723.56,85099B
13140,3,423.72,141.24,85123A
13141,5,2388.75,477.75,21559
13142,1,307.09,307.09,21588
13144,1,110.95,110.95,22423
13145,4,618.52,154.63,79321
13146,1,228.91,228.91,72807A
13147,4,712.8,178.2,79321
13148,12,3707.12,308.93,85123A
13149,4,1676.06,419.02,22488
13151,1,1257.87,1257.87,22115
13153,1,486.22,486.22,35599B
13155,4,971.76,242.94,22570
13157,4,1741.22,435.31,22382
13158,4,1201.06,300.27,22328
13159,4,1437.85,359.46,22969
13160,1,91.8,91.8,21670
13161,1,112.75,112.75,22170
13162,4,1688.29,422.07,47566
13165,2,1021.48,510.74,22469
13166,1,417.2,417.2,22366
13167,4,791.33,197.83,82486
13168,4,1319.19,329.8,85123A
13169,2,712.88,356.44,22696
13170,1,116.01,116.01,22954
13171,3,468.41,156.14,22469
13173,2,353.65,176.83,21533
13174,3,2817.03,939.01,22156
13176,1,492.84,492.84,23310
13177,1,282.45,282.45,23127
13178,11,5725.47,520.5,20726
13182,1,121.18,121.18,21615
13183,9,3957.78,439.75,21166
13184,10,1701.29,170.13,22294
13185,1,71.4,71.4,22502
13186,3,1575.89,525.3,21169
13187,1,236.02,236.02,22487
13188,1,114.6,114.6,23045
13189,2,260.68,130.34,22065
13192,2,911.94,455.97,23207
13193,1,117.88,117.88,22509
13194,1,60.7,60.7,22779
13196,4,1797.78,449.45,22139
13198,6,3401.24,566.87,21731
13199,38,9817.12,258.35,84947
13200,4,870.09,217.52,22792
13203,4,869.46,217.37,84347
13207,2,250.26,125.13,15036
13208,6,1223.9,203.98,22178
13209,8,5891.61,736.45,22423
13210,1,353.48,353.48,23334
13211,3,1197.42,399.14,22086
13212,3,788.08,262.69,23035
13213,5,1520.58,304.12,84755
13216,1,333.74,333.74,22381
13217,3,533.98,177.99,23109
13218,1,62.64,62.64,85040A
13220,4,819.29,204.82,21922
13221,2,847.41,423.71,22776
13223,2,163.2,81.6,84508A
13224,2,2155.95,1077.98,84077
13225,7,6463.84,923.41,21175
13226,1,108.21,108.21,22128
13227,1,257.7,257.7,48129
13228,1,358.0,358.0,85099C
13229,1,160.95,160.95,21843
13230,14,2806.97,200.5,21034
13232,7,1357.6,193.94,22845
13233,2,605.12,302.56,21110
13235,1,1031.07,1031.07,82482
13236,2,744.85,372.43,84879
13238,4,700.73,175.18,85099C
13239,1,329.56,329.56,22223
13240,4,663.65,165.91,85107
13242,3,270.4,90.13,23199
13243,1,600.07,600.07,22636
13244,1,121.74,121.74,23173
13245,1,430.5,430.5,22423
13246,6,1987.3,331.22,22469
13247,4,501.12,125.28,22138
13248,2,465.68,232.84,22697
13249,3,711.41,237.14,21232
13253,2,1030.4,515.2,17091J
13255,2,399.51,199.76,21915
13258,3,698.58,232.86,85123A
13259,1,292.32,292.32,20748
13260,1,557.62,557.62,22423
13261,2,944.1,472.05,47566
13262,1,200.29,200.29,22169
13263,35,7454.07,212.97,85123A
13265,5,2107.66,421.53,22624
13266,12,3834.26,319.52,22993
13267,19,4521.49,237.97,82486
13268,11,3214.69,292.24,21166
13269,15,5346.23,356.42,85099B
13270,1,590.0,590.0,51008
13271,1,217.38,217.38,22945
13272,2,276.56,138.28,23404
13273,1,138.98,138.98,23131
13276,2,590.93,295.47,79321
13277,4,258.4,64.6,20726
13278,1,542.73,542.73,15036
13279,1,137.75,137.75,22891
13280,3,814.86,271.62,20725
13282,3,1132.14,377.38,22193
13283,2,93.66,46.83,23201
13284,1,201.19,201.19,22423
13285,4,2709.12,677.28,22383
13291,1,361.11,361.11,23138
13292,2,578.94,289.47,22178
13294,2,873.74,436.87,21922
13295,1,201.2,201.2,22834
13296,1,87.4,87.4,22752
13297,4,2089.85,522.46,23483
13298,1,360.0,360.0,21479
13299,1,142.5,142.5,22501
13300,1,371.89,371.89,71053
13301,4,618.09,154.52,21818
13302,1,63.75,63.75,84968C
13304,1,300.42,300.42,22411
13305,10,2000.86,200.09,85061W
13307,1,15.0,15.0,23328
13308,3,1385.51,461.84,71477
13309,5,1456.79,291.36,22383
13310,3,1132.03,377.34,47566
13311,2,598.57,299.29,71477
13313,5,1555.32,311.06,85099B
13314,3,775.94,258.65,22180
13316,4,5977.73,1494.43,20972
13317,6,2273.68,378.95,47566
13318,3,640.76,213.59,23480
13319,26,10845.55,417.14,84879
13320,4,1548.7,387.18,23209
13321,2,567.36,283.68,84879
13322,1,199.48,199.48,84924A
13323,5,787.85,157.57,21484
13324,10,7121.95,712.19,22423
13325,1,675.3,675.3,23042
13327,8,3627.77,453.47,85099B
13328,1,1308.48,1308.48,84375
13329,2,789.0,394.5,22952
13330,3,1140.93,380.31,20728
13332,1,350.9,350.9,22798
13334,3,3536.82,1178.94,85123A
13336,1,795.12,795.12,84380
13338,1,487.02,487.02,22427
13339,1,860.12,860.12,22487
13340,7,10736.48,1533.78,22722
13341,1,775.85,775.85,22424
13343,1,353.43,353.43,C2
13344,3,2543.72,847.91,23111
13345,1,389.5,389.5,C2
13347,1,341.36,341.36,23249
13348,1,233.76,233.76,22139
13349,1,247.32,247.32,C2
13350,2,979.12,489.56,C2
13351,1,373.94,373.94,C2
13352,1,397.98,397.98,C2
13354,1,743.53,743.53,23103
13355,1,674.7,674.7,22776
13356,1,768.24,768.24,22841
13357,1,609.95,609.95,22741
13358,1,439.03,439.03,C2
13359,1,439.56,439.56,C2
13362,4,3090.74,772.69,22111
13363,2,992.5,496.25,C2
13364,1,134.96,134.96,23026
13365,2,2225.37,1112.69,22423
13366,1,56.16,56.16,21983
13368,2,623.4,311.7,C2
13369,1,308.28,308.28,C2
13370,1,754.87,754.87,22622
13372,1,378.64,378.64,C2
13373,3,3312.25,1104.08,20969
13375,1,778.65,778.65,22086
13376,3,1019.76,339.92,C2
13379,3,572.56,190.85,23284
13381,6,3639.31,606.55,20914
13382,1,222.99,222.99,21682
13384,7,4151.93,593.13,82582
13385,1,534.57,534.57,22761
13388,2,677.1,338.55,85123A
13389,3,797.96,265.99,22111
13390,1,544.08,544.08,22622
13391,1,59.8,59.8,84352
13394,8,2520.02,315.0,22083
13395,1,307.72,307.72,23253
13396,2,1360.99,680.5,79321
13397,5,1544.13,308.83,22720
13398,1,457.34,457.34,22927
13402,2,621.23,310.62,22328
13403,1,75.0,75.0,84946
13404,2,252.49,126.25,22639
13405,3,572.45,190.82,22424
13408,62,28117.04,453.5,85123A
13410,5,1003.06,200.61,22629
13411,1,213.55,213.55,47566B
13414,3,1390.5,463.5,15036
13416,2,712.5,356.25,23355
13417,2,640.83,320.42,48194
13418,18,6127.43,340.41,22726
13419,1,221.06,221.06,22632
13420,2,159.85,79.93,85066
13421,2,1851.08,925.54,22741
13422,1,2626.3,2626.3,23314
13425,3,1624.21,541.4,85123A
13426,10,3641.32,364.13,20914
13427,3,582.6,194.2,22178
13428,1,218.47,218.47,22624
13429,4,1006.8,251.7,22578
13430,2,679.45,339.73,23240
13431,2,1269.1,634.55,22584
13434,2,534.24,267.12,82600
13435,7,3809.89,544.27,21463
13436,1,196.89,196.89,22423
13437,7,3408.06,486.87,22086
13439,1,283.71,283.71,21715
13441,1,296.64,296.64,85053
13447,3,1129.14,376.38,23534
13448,6,3539.37,589.9,22111
13449,1,291.88,291.88,21479
13450,6,2043.72,340.62,21704
13451,5,2976.15,595.23,22197
13452,2,590.0,295.0,22656
13453,2,356.98,178.49,22284
13455,2,1058.34,529.17,22423
13456,6,1766.72,294.45,47566
13458,14,9646.57,689.04,85123A
13460,2,183.44,91.72,22046
13461,3,1445.0,481.67,22077
13462,1,151.5,151.5,23126
13464,1,674.68,674.68,23210
13466,1,307.9,307.9,22089
13467,2,1083.71,541.86,23093
13468,37,5704.97,154.19,37449
13470,2,165.0,82.5,20725
13471,4,2531.58,632.9,22960
13473,2,422.64,211.32,23118
13474,1,229.59,229.59,22236
