CustomerID,InvoiceNo,InvoiceTimestamp,first_product,last_product,order_value,order_number,days_between_orders
12359,555477,2011-06-03T12:26:00.000-04:00,22511,23503,1109.32,3,116
12359,571034,2011-10-13T12:47:00.000-04:00,22511,23503,2876.85,4,132
12360,554132,2011-05-23T09:43:00.000-04:00,21094,POST,1083.58,1,
12360,563749,2011-08-19T10:10:00.000-04:00,21094,POST,534.7,2,88
12360,571705,2011-10-18T15:22:00.000-04:00,21094,POST,1043.78,3,60
12361,545017,2011-02-25T13:51:00.000-05:00,22630,POST,189.9,1,
12362,544203,2011-02-17T10:30:00.000-05:00,21913,POST,479.1,1,
12362,551346,2011-04-28T09:12:00.000-04:00,21913,POST,495.24,2,70
12362,559295,2011-07-07T12:32:00.000-04:00,21913,POST,303.76,3,70
12362,563037,2011-08-11T15:02:00.000-04:00,21913,POST,469.25,4,35
12362,568651,2011-09-28T12:04:00.000-04:00,21913,POST,829.99,5,48
12362,570667,2011-10-11T14:33:00.000-04:00,21913,POST,355.8,6,13
12362,572887,2011-10-26T13:47:00.000-04:00,21913,POST,786.95,7,15
12362,573173,2011-10-28T10:10:00.000-04:00,21913,POST,499.16,8,2
12362,574329,2011-11-04T09:07:00.000-04:00,21913,POST,477.94,9,7
12362,580979,2011-12-06T15:40:00.000-05:00,21913,POST,529.04,10,32
12363,549687,2011-04-11T13:29:00.000-04:00,20685,23234,299.1,1,
12363,563947,2011-08-22T10:18:00.000-04:00,20685,23234,252.9,2,133
12364,563854,2011-08-19T15:24:00.000-04:00,POST,POST,623.92,1,
12364,567897,2011-09-22T16:07:00.000-04:00,POST,POST,79.8,2,34
12364,573401,2011-10-30T15:43:00.000-04:00,POST,POST,299.06,3,38
12364,580152,2011-12-02T10:22:00.000-05:00,POST,POST,310.32,4,33
12365,544574,2011-02-21T13:51:00.000-05:00,22128,M,320.69,1,
12365,544578,2011-02-21T14:04:00.000-05:00,22128,M,320.69,2,0
12367,580716,2011-12-05T16:48:00.000-05:00,85227,POST,168.9,1,
12370,538826,2010-12-14T12:58:00.000-05:00,85123A,23213,1590.82,1,
12370,539330,2010-12-17T09:38:00.000-05:00,85123A,23213,277.2,2,3
12370,546236,2011-03-10T12:48:00.000-05:00,85123A,23213,938.39,3,83
12370,571905,2011-10-19T14:51:00.000-04:00,85123A,23213,739.28,4,223
12371,570521,2011-10-11T10:43:00.000-04:00,22915,POST,1527.96,1,
12371,572770,2011-10-26T10:16:00.000-04:00,22915,POST,360.0,2,15
12372,544157,2011-02-16T12:46:00.000-05:00,22659,POST,399.22,1,
12372,552731,2011-05-11T10:43:00.000-04:00,22659,POST,515.7,2,84
12372,568872,2011-09-29T12:12:00.000-04:00,22659,POST,383.12,3,141
12373,542887,2011-02-01T13:10:00.000-05:00,20713,POST,364.6,1,
12374,576345,2011-11-14T15:37:00.000-05:00,72741,POST,742.93,1,
12375,565333,2011-09-02T14:23:00.000-04:00,84997D,POST,230.3,1,
12375,579281,2011-11-29T10:36:00.000-05:00,84997D,POST,227.2,2,88
12377,539488,2010-12-20T09:37:00.000-05:00,22837,POST,1001.52,1,
12377,542586,2011-01-28T15:45:00.000-05:00,22837,POST,626.6,2,39
12378,562046,2011-08-02T10:34:00.000-04:00,22747,22745,4008.62,1,
12379,557789,2011-06-22T16:32:00.000-04:00,20750,POST,459.84,1,
12379,567196,2011-09-19T10:09:00.000-04:00,20750,POST,392.4,2,89
12380,555739,2011-06-07T09:49:00.000-04:00,23206,21931,607.55,1,
12380,567928,2011-09-22T17:31:00.000-04:00,23206,21931,626.01,2,107
12380,571187,2011-10-14T11:39:00.000-04:00,23206,21931,450.86,3,22
12380,577180,2011-11-18T11:27:00.000-05:00,23206,21931,1040.39,4,35
12381,563100,2011-08-12T09:57:00.000-04:00,22635,POST,1268.74,1,
12381,570681,2011-10-11T15:45:00.000-04:00,22635,POST,6.0,2,60
12381,570725,2011-10-12T11:30:00.000-04:00,22635,POST,4.5,3,1
12381,574694,2011-11-06T13:36:00.000-05:00,22635,POST,419.06,4,25
12381,580638,2011-12-05T12:44:00.000-05:00,22635,POST,147.01,5,29
12383,539840,2010-12-22T14:28:00.000-05:00,21121,POST,600.72,1,
12383,540971,2011-01-12T14:10:00.000-05:00,21121,POST,651.16,2,21
12383,546434,2011-03-14T08:41:00.000-04:00,21121,POST,357.07,3,61
12383,550284,2011-04-15T14:10:00.000-04:00,21121,POST,142.16,4,32
12383,555928,2011-06-08T08:02:00.000-04:00,21121,POST,99.45,5,54
12384,562882,2011-08-10T11:23:00.000-04:00,23108,22622,292.69,1,
12384,575734,2011-11-11T08:39:00.000-05:00,23108,22622,292.58,2,93
12386,537676,2010-12-08T09:53:00.000-05:00,22567,21421,258.9,1,
12386,540280,2011-01-06T12:37:00.000-05:00,22567,21421,143.0,2,29
12388,541271,2011-01-17T11:12:00.000-05:00,84970L,22669,431.3,1,
12388,543357,2011-02-07T13:59:00.000-05:00,84970L,22669,124.05,2,21
12388,546135,2011-03-09T15:47:00.000-05:00,84970L,22669,210.9,3,30
12388,560033,2011-07-14T13:28:00.000-04:00,84970L,22669,902.09,4,127
12388,568145,2011-09-25T11:30:00.000-04:00,84970L,22669,825.92,5,73
12388,578459,2011-11-24T12:30:00.000-05:00,84970L,22669,286.4,6,60
12390,567530,2011-09-21T09:33:00.000-04:00,23126,POST,549.84,1,
12391,577228,2011-11-18T12:07:00.000-05:00,22669,21034,460.89,1,
12393,540700,2011-01-11T09:47:00.000-05:00,21581,23389,462.5,1,
12393,541149,2011-01-14T11:36:00.000-05:00,21581,23389,177.0,2,3
12393,549313,2011-04-08T09:45:00.000-04:00,21581,23389,421.6,3,84
12393,568708,2011-09-28T15:41:00.000-04:00,21581,23389,521.5,4,173
12394,552188,2011-05-06T14:01:00.000-04:00,22629,POST,381.08,1,
12394,569997,2011-10-07T08:08:00.000-04:00,22629,POST,891.4,2,154
12395,537026,2010-12-03T16:35:00.000-05:00,84375,POST,346.1,1,
12395,539447,2010-12-17T16:00:00.000-05:00,84375,POST,333.82,2,14
12395,543733,2011-02-11T12:16:00.000-05:00,84375,POST,231.51,3,56
12395,547517,2011-03-23T14:33:00.000-04:00,84375,POST,326.5,4,40
12395,551985,2011-05-05T14:38:00.000-04:00,84375,POST,149.97,5,43
12395,552884,2011-05-12T10:15:00.000-04:00,84375,POST,181.82,6,7
12395,558623,2011-06-30T16:52:00.000-04:00,84375,POST,163.9,7,49
12395,563852,2011-08-19T15:18:00.000-04:00,84375,POST,165.95,8,50
12395,569496,2011-10-04T13:45:00.000-04:00,84375,POST,346.68,9,46
12395,575151,2011-11-08T16:12:00.000-05:00,84375,POST,263.08,10,35
12395,575154,2011-11-08T16:15:00.000-05:00,84375,POST,243.47,11,0
12395,577551,2011-11-20T15:21:00.000-05:00,84375,POST,265.83,12,12
12397,561507,2011-07-27T14:21:00.000-04:00,22617,POST,1214.81,1,
12397,574336,2011-11-04T09:52:00.000-04:00,22617,POST,1195.09,2,100
12398,572567,2011-10-25T10:27:00.000-04:00,21125,POST,1635.66,1,
12399,547412,2011-03-23T09:42:00.000-04:00,21212,POST,288.05,1,
12399,552543,2011-05-10T10:22:00.000-04:00,21212,POST,480.9,2,48
12399,556203,2011-06-09T13:09:00.000-04:00,21212,POST,130.08,3,30
12399,563172,2011-08-12T13:15:00.000-04:00,21212,POST,209.62,4,64
12401,543537,2011-02-09T13:50:00.000-05:00,15056BL,POST,84.3,1,
12402,541675,2011-01-20T13:49:00.000-05:00,20712,POST,225.6,1,
12403,572184,2011-10-21T10:51:00.000-04:00,84997D,POST,427.7,1,
12405,559928,2011-07-14T08:52:00.000-04:00,23241,23238,1710.39,1,
12406,556127,2011-06-09T10:23:00.000-04:00,22314,23296,1621.25,1,
12406,577126,2011-11-17T19:22:00.000-05:00,22314,23296,1794.05,2,161
12407,547061,2011-03-20T13:21:00.000-04:00,47559B,POST,226.3,1,
12407,550440,2011-04-18T12:25:00.000-04:00,47559B,POST,269.66,2,29
12407,559058,2011-07-06T09:49:00.000-04:00,47559B,POST,719.06,3,79
12407,561662,2011-07-28T16:28:00.000-04:00,47559B,POST,192.34,4,22
12407,572133,2011-10-21T10:11:00.000-04:00,47559B,POST,300.76,5,85
12408,547684,2011-03-24T14:46:00.000-04:00,22099,POST,762.89,1,
12408,547685,2011-03-24T14:47:00.000-04:00,22099,POST,74.7,2,0
12408,557147,2011-06-17T10:51:00.000-04:00,22099,POST,654.18,3,85
12408,565246,2011-09-02T10:27:00.000-04:00,22099,POST,642.28,4,77
12408,574862,2011-11-07T12:27:00.000-05:00,22099,POST,754.5,5,66
12409,556415,2011-06-10T12:19:00.000-04:00,84755,21394,6207.08,1,
12409,567642,2011-09-21T14:15:00.000-04:00,84755,21394,4.95,2,103
12409,567721,2011-09-22T10:38:00.000-04:00,84755,21394,4860.64,3,1
12410,543180,2011-02-04T10:38:00.000-05:00,22625,22194,625.33,1,
12410,543181,2011-02-04T10:39:00.000-05:00,22625,22194,68.0,2,0
12412,557889,2011-06-23T13:51:00.000-04:00,23168,POST,514.5,1,
12412,561102,2011-07-25T11:17:00.000-04:00,23168,POST,376.24,2,32
12412,568223,2011-09-26T10:16:00.000-04:00,23168,POST,336.14,3,63
12413,540365,2011-01-06T16:12:00.000-05:00,22748,POST,479.25,1,
12413,550338,2011-04-17T15:33:00.000-04:00,22748,POST,84.65,2,101
12413,569402,2011-10-04T09:00:00.000-04:00,22748,POST,194.2,3,170
12414,543027,2011-02-02T14:51:00.000-05:00,17003,POST,153.76,1,
12414,550998,2011-04-26T09:12:00.000-04:00,17003,POST,242.8,2,83
12414,552202,2011-05-06T14:51:00.000-04:00,17003,POST,165.85,3,10
12415,540267,2011-01-06T11:12:00.000-05:00,22078,23084,7011.38,1,
12415,540557,2011-01-10T09:58:00.000-05:00,22078,23084,81.6,2,4
12415,543989,2011-02-15T09:52:00.000-05:00,22078,23084,14022.92,3,36
12415,545475,2011-03-03T10:59:00.000-05:00,22078,23084,16726.84,4,16
12415,548661,2011-04-01T14:28:00.000-04:00,22078,23084,350.0,5,29
12415,553546,2011-05-17T15:42:00.000-04:00,22078,23084,11924.8,6,46
12415,554037,2011-05-20T14:13:00.000-04:00,22078,23084,766.36,7,3
12415,556917,2011-06-15T13:37:00.000-04:00,22078,23084,22775.93,8,26
12415,556918,2011-06-15T13:37:00.000-04:00,22078,23084,650.88,8,0
12415,559919,2011-07-13T15:30:00.000-04:00,22078,23084,2735.16,10,28
12415,559920,2011-07-13T15:31:00.000-04:00,22078,23084,61.2,11,0
12415,560491,2011-07-19T10:51:00.000-04:00,22078,23084,158.65,12,6
12415,563614,2011-08-18T08:51:00.000-04:00,22078,23084,21880.44,13,30
12415,565145,2011-09-01T13:50:00.000-04:00,22078,23084,2732.92,14,14
12415,565146,2011-09-01T13:51:00.000-04:00,22078,23084,208.8,15,0
12415,569647,2011-10-05T12:35:00.000-04:00,22078,23084,828.0,16,34
12415,569650,2011-10-05T12:44:00.000-04:00,22078,23084,15643.77,17,0
12415,574014,2011-11-02T12:03:00.000-04:00,22078,23084,624.24,18,28
12415,574138,2011-11-03T11:26:00.000-04:00,22078,23084,375.24,19,1
12415,576394,2011-11-15T10:32:00.000-05:00,22078,23084,4925.8,20,12
12415,576586,2011-11-15T14:22:00.000-05:00,22078,23084,429.6,21,0
12417,539391,2010-12-17T11:51:00.000-05:00,22801,POST,291.34,1,
12417,541991,2011-01-25T09:11:00.000-05:00,22801,POST,323.44,2,39
12417,545536,2011-03-03T14:12:00.000-05:00,22801,POST,410.0,3,37
12417,551398,2011-04-28T13:09:00.000-04:00,22801,POST,436.3,4,56
12417,555574,2011-06-05T15:46:00.000-04:00,22801,POST,437.19,5,38
12417,562445,2011-08-04T18:51:00.000-04:00,22801,POST,355.56,6,60
12417,564378,2011-08-25T10:26:00.000-04:00,22801,POST,562.69,7,21
12417,573656,2011-10-31T16:02:00.000-04:00,22801,POST,462.85,8,67
12417,580965,2011-12-06T14:52:00.000-05:00,22801,POST,369.73,9,36
12418,563756,2011-08-19T11:08:00.000-04:00,22547,22617,668.58,1,
12420,570000,2011-10-07T08:55:00.000-04:00,22066,21648,600.39,1,
12421,541980,2011-01-24T15:09:00.000-05:00,85206A,POST,157.45,1,
12421,557297,2011-06-19T13:54:00.000-04:00,85206A,POST,239.35,2,146
12421,563518,2011-08-17T10:56:00.000-04:00,85206A,POST,231.76,3,59
12421,578339,2011-11-24T09:07:00.000-05:00,85206A,POST,178.48,4,99
12422,541520,2011-01-19T09:13:00.000-05:00,20728,23267,238.5,1,
12422,558041,2011-06-24T13:20:00.000-04:00,20728,23267,417.36,2,156
12422,565466,2011-09-05T09:48:00.000-04:00,20728,23267,147.7,3,73
12423,539676,2010-12-21T10:54:00.000-05:00,20685,POST,237.93,1,
12423,544474,2011-02-21T09:52:00.000-05:00,20685,POST,192.31,2,62
12423,547109,2011-03-21T11:46:00.000-04:00,20685,POST,347.35,3,28
12423,549249,2011-04-07T12:04:00.000-04:00,20685,POST,255.36,4,17
12423,554147,2011-05-23T10:48:00.000-04:00,20685,POST,333.82,5,46
12423,555161,2011-06-01T09:26:00.000-04:00,20685,POST,84.92,6,9
12423,564853,2011-08-31T08:55:00.000-04:00,20685,POST,198.98,7,91
12423,581493,2011-12-09T10:10:00.000-05:00,20685,POST,208.64,8,100
12424,558536,2011-06-30T12:06:00.000-04:00,22583,23129,1466.32,1,
12424,558537,2011-06-30T12:06:00.000-04:00,22583,23129,294.64,1,0
12425,567929,2011-09-22T17:31:00.000-04:00,20723,22352,777.2,1,
12426,554985,2011-05-29T12:26:00.000-04:00,20665,POST,582.73,1,
12427,536861,2010-12-03T10:44:00.000-05:00,22149,POST,303.5,1,
12427,570452,2011-10-10T15:15:00.000-04:00,22149,POST,282.58,2,311
12427,577135,2011-11-18T08:56:00.000-05:00,22149,POST,239.72,3,39
12428,545226,2011-03-01T09:33:00.000-05:00,21578,POST,1943.4,1,
12428,545227,2011-03-01T09:35:00.000-05:00,21578,POST,2474.62,2,0
12428,545336,2011-03-01T16:53:00.000-05:00,21578,POST,551.2,3,0
12428,547086,2011-03-20T15:46:00.000-04:00,21578,POST,409.2,4,19
12428,548363,2011-03-30T15:48:00.000-04:00,21578,POST,558.4,5,10
12428,549588,2011-04-11T10:04:00.000-04:00,21578,POST,373.72,6,12
12428,559004,2011-07-05T12:23:00.000-04:00,21578,POST,632.44,7,85
12428,563020,2011-08-11T12:58:00.000-04:00,21578,POST,605.14,8,37
12428,576082,2011-11-14T08:22:00.000-05:00,21578,POST,408.34,9,95
12429,538003,2010-12-09T12:05:00.000-05:00,22847,22728,1281.5,1,
12429,551054,2011-04-26T11:44:00.000-04:00,22847,22728,437.98,2,138
12429,557427,2011-06-20T12:14:00.000-04:00,22847,22728,1125.4,3,55
12429,579881,2011-11-30T17:22:00.000-05:00,22847,22728,905.52,4,163
12430,573108,2011-10-27T15:09:00.000-04:00,23144,POST,256.4,1,
12431,536389,2010-12-01T10:03:00.000-05:00,22941,23084,358.25,1,
12431,539419,2010-12-17T14:10:00.000-05:00,22941,23084,415.7,2,16
12431,542542,2011-01-28T14:37:00.000-05:00,22941,23084,384.68,3,42
12431,544193,2011-02-17T08:23:00.000-05:00,22941,23084,640.1,4,20
12431,545065,2011-02-27T14:43:00.000-05:00,22941,23084,412.55,5,10
12431,552956,2011-05-12T12:34:00.000-04:00,22941,23084,475.16,6,74
12431,554126,2011-05-23T09:14:00.000-04:00,22941,23084,472.09,7,11
12431,560473,2011-07-19T10:42:00.000-04:00,22941,23084,483.02,8,57
12431,561040,2011-07-24T12:05:00.000-04:00,22941,23084,505.46,9,5
12431,561228,2011-07-26T10:16:00.000-04:00,22941,23084,118.8,10,2
12431,563179,2011-08-12T14:19:00.000-04:00,22941,23084,608.76,11,17
12431,569722,2011-10-06T09:31:00.000-04:00,22941,23084,588.96,12,55
12431,569723,2011-10-06T09:32:00.000-04:00,22941,23084,89.8,13,0
12431,570446,2011-10-10T14:49:00.000-04:00,22941,23084,332.68,14,4
12431,574469,2011-11-04T11:55:00.000-04:00,22941,23084,601.44,15,25
12432,557472,2011-06-20T13:27:00.000-04:00,21750,22167,2862.06,1,
12432,557474,2011-06-20T13:29:00.000-04:00,21750,22167,454.6,2,0
12432,557754,2011-06-22T13:12:00.000-04:00,21750,22167,700.0,3,2
12432,573195,2011-10-28T11:40:00.000-04:00,21750,22167,978.06,4,128
12432,573200,2011-10-28T11:43:00.000-04:00,21750,22167,64.6,5,0
12433,536532,2010-12-01T13:24:00.000-05:00,84692,23571,1919.14,1,
12433,537868,2010-12-08T16:49:00.000-05:00,84692,23571,1867.98,2,7
12433,566195,2011-09-09T13:44:00.000-04:00,84692,23571,2608.11,3,275
12433,573035,2011-10-27T13:43:00.000-04:00,84692,23571,1498.66,4,48
12433,579692,2011-11-30T14:05:00.000-05:00,84692,23571,2843.29,5,34
12433,581476,2011-12-09T08:48:00.000-05:00,84692,23571,2618.89,6,9
12433,581491,2011-12-09T10:02:00.000-05:00,84692,23571,19.8,7,0
12434,547659,2011-03-24T13:05:00.000-04:00,20665,22505,286.25,1,
12434,567085,2011-09-16T12:38:00.000-04:00,20665,22505,519.89,2,176
12435,546780,2011-03-17T07:40:00.000-04:00,23007,22727,3978.99,1,
12435,567526,2011-09-21T09:06:00.000-04:00,23007,22727,3850.9,2,188
12436,565124,2011-09-01T12:09:00.000-04:00,22965,POST,509.01,1,
12437,540972,2011-01-12T14:13:00.000-05:00,22236,POST,392.7,1,
12437,543030,2011-02-02T15:22:00.000-05:00,22236,POST,150.5,2,21
12437,544817,2011-02-23T16:44:00.000-05:00,22236,POST,344.0,3,21
12437,544818,2011-02-23T16:45:00.000-05:00,22236,POST,95.76,4,0
12437,546765,2011-03-16T14:37:00.000-04:00,22236,POST,147.71,5,21
12437,551389,2011-04-28T11:45:00.000-04:00,22236,POST,209.1,6,43
12437,553577,2011-05-18T10:34:00.000-04:00,22236,POST,368.2,7,20
12437,554555,2011-05-25T10:08:00.000-04:00,22236,POST,267.12,8,7
12437,556816,2011-06-15T09:01:00.000-04:00,22236,POST,501.64,9,21
12437,565321,2011-09-02T13:14:00.000-04:00,22236,POST,269.58,10,79
12437,565322,2011-09-02T13:15:00.000-04:00,22236,POST,65.1,11,0
12437,567910,2011-09-22T16:58:00.000-04:00,22236,POST,222.6,12,20
12437,573036,2011-10-27T13:44:00.000-04:00,22236,POST,263.46,13,35
12437,574093,2011-11-03T09:43:00.000-04:00,22236,POST,736.55,14,7
12437,574252,2011-11-03T13:24:00.000-04:00,22236,POST,260.48,15,0
12437,577344,2011-11-18T15:14:00.000-05:00,22236,POST,198.6,16,15
12437,579870,2011-11-30T16:47:00.000-05:00,22236,POST,292.41,17,12
12437,581279,2011-12-08T11:35:00.000-05:00,22236,POST,165.9,18,8
12438,560991,2011-07-22T13:29:00.000-04:00,22554,POST,890.07,1,
12438,578811,2011-11-25T13:28:00.000-05:00,22554,POST,2016.78,2,126
12441,537693,2010-12-08T10:45:00.000-05:00,22710,POST,173.55,1,
12442,580955,2011-12-06T14:22:00.000-05:00,21974,POST,172.06,1,
12444,557621,2011-06-21T14:00:00.000-04:00,22761,POST,1870.2,1,
12444,562844,2011-08-10T08:41:00.000-04:00,22761,POST,757.07,2,50
12444,566773,2011-09-15T09:43:00.000-04:00,22761,POST,562.54,3,36
12444,570793,2011-10-12T12:08:00.000-04:00,22761,POST,879.01,4,27
12444,577314,2011-11-18T13:23:00.000-05:00,22761,POST,936.64,5,37
12445,577125,2011-11-17T18:43:00.000-05:00,85034B,POST,133.4,1,
12446,571035,2011-10-13T12:50:00.000-04:00,21238,47591D,1002.31,1,
12447,549559,2011-04-10T13:25:00.000-04:00,20712,POST,476.49,1,
12448,572886,2011-10-26T13:46:00.000-04:00,22557,POST,449.45,1,
12449,555572,2011-06-05T15:37:00.000-04:00,21935,POST,858.93,1,
12449,562034,2011-08-02T09:14:00.000-04:00,21935,POST,777.95,2,58
12449,566076,2011-09-09T09:13:00.000-04:00,21935,POST,1087.7,3,38
12449,577046,2011-11-17T13:46:00.000-05:00,21935,POST,1342.71,4,69
12450,557303,2011-06-19T14:36:00.000-04:00,22922,21868,101.88,1,
12450,559148,2011-07-06T14:41:00.000-04:00,22922,21868,96.0,2,17
12451,541518,2011-01-19T09:05:00.000-05:00,21880,POST,2919.51,1,
12451,552013,2011-05-05T17:34:00.000-04:00,21880,POST,2388.31,2,106
12451,569653,2011-10-05T12:52:00.000-04:00,21880,POST,2539.56,3,153
12451,577157,2011-11-18T09:58:00.000-05:00,21880,POST,925.64,4,44
12451,579259,2011-11-29T08:40:00.000-05:00,21880,POST,262.5,5,11
12452,578099,2011-11-23T08:05:00.000-05:00,22554,POST,350.57,1,
12452,578123,2011-11-23T10:28:00.000-05:00,22554,POST,80.0,2,0
12453,561627,2011-07-28T14:08:00.000-04:00,22557,22554,707.09,1,
12454,571255,2011-10-14T17:13:00.000-04:00,82494L,72802C,3528.34,1,
12455,544097,2011-02-16T09:56:00.000-05:00,22914,21215,1683.9,1,
12455,544331,2011-02-17T17:05:00.000-05:00,22914,21215,15.0,2,1
12455,555470,2011-06-03T11:33:00.000-04:00,22914,21215,264.4,3,106
12455,559135,2011-07-06T13:18:00.000-04:00,22914,21215,134.5,4,33
12455,562287,2011-08-04T11:07:00.000-04:00,22914,21215,78.56,5,29
12455,568554,2011-09-27T15:31:00.000-04:00,22914,21215,290.5,6,54
12456,548212,2011-03-30T09:12:00.000-04:00,48173C,POST,940.17,1,
12456,561898,2011-07-31T15:25:00.000-04:00,48173C,POST,1325.23,2,123
12456,572896,2011-10-26T14:41:00.000-04:00,48173C,POST,915.64,3,87
12457,550188,2011-04-14T18:57:00.000-04:00,22551,15056N,669.25,1,
12457,550281,2011-04-15T13:48:00.000-04:00,22551,15056N,219.0,2,1
12457,550671,2011-04-20T10:10:00.000-04:00,22551,15056N,179.0,3,5
12457,566756,2011-09-14T15:54:00.000-04:00,22551,15056N,743.28,4,147
12457,566916,2011-09-15T14:25:00.000-04:00,22551,15056N,160.0,5,1
12457,567188,2011-09-19T09:04:00.000-04:00,22551,15056N,196.35,6,4
12457,569489,2011-10-04T13:13:00.000-04:00,22551,15056N,196.35,7,15
12458,545084,2011-02-28T10:55:00.000-05:00,21829,POST,441.92,1,
12458,568950,2011-09-29T15:25:00.000-04:00,21829,POST,505.48,2,213
12461,559372,2011-07-08T10:23:00.000-04:00,84879,POST,626.88,1,
12461,565785,2011-09-06T16:57:00.000-04:00,84879,POST,200.0,2,60
12462,543541,2011-02-09T14:44:00.000-05:00,20961,POST,762.11,1,
12462,577606,2011-11-21T09:11:00.000-05:00,20961,POST,427.48,2,285
12463,549825,2011-04-12T12:47:00.000-04:00,21578,POST,350.57,1,
12463,553415,2011-05-17T10:02:00.000-04:00,21578,POST,297.38,2,35
12463,557232,2011-06-17T14:28:00.000-04:00,21578,POST,337.84,3,31
12463,571445,2011-10-17T13:44:00.000-04:00,21578,POST,358.99,4,122
12464,543117,2011-02-03T13:30:00.000-05:00,22846,POST,213.9,1,
12464,545140,2011-02-28T12:08:00.000-05:00,22846,POST,149.95,2,25
12464,554159,2011-05-23T11:48:00.000-04:00,22846,POST,147.0,3,84
12464,554161,2011-05-23T11:49:00.000-04:00,22846,POST,34.0,4,0
12464,559890,2011-07-13T11:58:00.000-04:00,22846,POST,45.6,5,51
12464,564481,2011-08-25T13:33:00.000-04:00,22846,POST,190.1,6,43
12464,577087,2011-11-17T15:55:00.000-05:00,22846,POST,149.6,7,84
12464,579441,2011-11-29T13:33:00.000-05:00,22846,POST,281.9,8,12
12465,557885,2011-06-23T13:37:00.000-04:00,21212,POST,440.94,1,
12465,578084,2011-11-22T16:34:00.000-05:00,21212,POST,301.25,2,152
12468,542371,2011-01-27T13:29:00.000-05:00,22957,POST,220.59,1,
12468,555523,2011-06-05T11:36:00.000-04:00,22957,POST,508.95,2,129
12471,538174,2010-12-10T09:35:00.000-05:00,21210,POST,1982.41,1,
12471,538175,2010-12-10T09:48:00.000-05:00,21210,POST,378.0,2,0
12471,539395,2010-12-17T11:52:00.000-05:00,21210,POST,1484.25,3,7
12471,539398,2010-12-17T11:53:00.000-05:00,21210,POST,29.7,4,0
12471,541093,2011-01-13T13:21:00.000-05:00,21210,POST,753.45,5,27
12471,543056,2011-02-03T10:47:00.000-05:00,21210,POST,947.4,6,21
12471,544811,2011-02-23T15:53:00.000-05:00,21210,POST,388.3,7,20
12471,546920,2011-03-18T09:55:00.000-04:00,21210,POST,845.32,8,23
12471,546921,2011-03-18T09:57:00.000-04:00,21210,POST,33.0,9,0
12471,548745,2011-04-04T12:10:00.000-04:00,21210,POST,624.29,10,17
12471,548746,2011-04-04T12:11:00.000-04:00,21210,POST,50.0,11,0
12471,553037,2011-05-13T08:10:00.000-04:00,21210,POST,774.6,12,39
12471,553038,2011-05-13T08:11:00.000-04:00,21210,POST,106.6,13,0
12471,558841,2011-07-04T11:59:00.000-04:00,21210,POST,30.0,14,52
12471,559298,2011-07-07T12:38:00.000-04:00,21210,POST,739.64,15,3
